city,n_buildings,study_area_km2,d2_1_height_mean,d2_1_height_median,d2_1_height_std,d2_2_building_density,d2_3_roof_area_mean,d2_3_roof_area_median,d2_3_roof_area_total_m2,d2_4_compactness_mean,d2_4_compactness_median,d2_5_far
tianjin,2363,51.049,18.65,18.0,9.53,0.0409,884.1,648.9,2089086.0,11.482,1.797,0.362
