city,d3_1_roof_utilization_mean,d3_2_shading_factor_mean,d3_3_effective_area_mean_m2,d3_4_total_deployable_m2,d3_4_total_deployable_mw
wuhan,0.615,0.997,418.0,734380.0,146.88
