city,d3_1_roof_utilization_mean,d3_2_shading_factor_mean,d3_3_effective_area_mean_m2,d3_4_total_deployable_m2,d3_4_total_deployable_mw
wuxi,0.647,0.805,589.2,1389384.0,277.88
