city,d3_1_roof_utilization_mean,d3_2_shading_factor_mean,d3_3_effective_area_mean_m2,d3_4_total_deployable_m2,d3_4_total_deployable_mw
chengdu,0.643,0.769,410.5,3574504.0,714.9
