city,d3_1_roof_utilization_mean,d3_2_shading_factor_mean,d3_3_effective_area_mean_m2,d3_4_total_deployable_m2,d3_4_total_deployable_mw
nanjing,0.63,0.999,448.2,748425.0,149.68
