km_cluster,D1_score,D2_score,D3_score,D4_score,D5_score,cluster_name,n_cities,fdsi_mean
0,0.53834375,0.57628125,0.5279375000000001,0.661125,0.699125,中等综合型,32,0.604540625
1,0.2857142857142857,0.5144285714285715,0.19542857142857142,0.3292857142857143,0.4775714285714286,盆地低适宜型,7,0.3700571428571428
