city,name_en,type,ghi,ghi_rank,fdsi,fdsi_rank,rank_shift,D1,D2,D3,D4,D5
hongkong,Hong Kong,resource_rich_trap,1648.5,11,0.4575454884926994,32,-21,0.13,0.936,0.238,0.071,0.336
